frame_id,person_id,x,y
0,0,-18.5566,-3.86098
1,0,-18.50653012,-3.860474699
2,0,-18.45646024,-3.859969398
3,0,-18.40639036,-3.859464096
4,0,-18.35632048,-3.858958795
5,0,-18.3062506,-3.858453494
6,0,-18.25618072,-3.857948193
7,0,-18.20611084,-3.857442892
8,0,-18.15604096,-3.85693759
9,0,-18.10597108,-3.856432289
10,0,-18.0559012,-3.855926988
11,0,-18.00583133,-3.855421687
12,0,-17.95576145,-3.854916386
13,0,-17.90569157,-3.854411084
14,0,-17.85562169,-3.853905783
15,0,-17.80555181,-3.853400482
16,0,-17.75548193,-3.852895181
17,0,-17.70541205,-3.85238988
18,0,-17.65534217,-3.851884578
19,0,-17.60527229,-3.851379277
20,0,-17.55520241,-3.850873976
21,0,-17.50513253,-3.850368675
22,0,-17.45506265,-3.849863373
23,0,-17.40499277,-3.849358072
24,0,-17.35492289,-3.848852771
25,0,-17.30485301,-3.84834747
26,0,-17.25478313,-3.847842169
27,0,-17.20471325,-3.847336867
28,0,-17.15464337,-3.846831566
29,0,-17.10457349,-3.846326265
30,0,-17.05450361,-3.845820964
31,0,-17.00443373,-3.845315663
32,0,-16.95436386,-3.844810361
33,0,-16.90429398,-3.84430506
34,0,-16.8542241,-3.843799759
35,0,-16.80415422,-3.843294458
36,0,-16.75408434,-3.842789157
37,0,-16.70401446,-3.842283855
38,0,-16.65394458,-3.841778554
39,0,-16.6038747,-3.841273253
40,0,-16.55380482,-3.840767952
41,0,-16.50373494,-3.840262651
42,0,-16.45366506,-3.839757349
43,0,-16.40359518,-3.839252048
44,0,-16.3535253,-3.838746747
45,0,-16.30345542,-3.838241446
46,0,-16.25338554,-3.837736145
47,0,-16.20331566,-3.837230843
48,0,-16.15324578,-3.836725542
49,0,-16.1031759,-3.836220241
50,0,-16.05310602,-3.83571494
51,0,-16.00303614,-3.835209639
52,0,-15.95296627,-3.834704337
53,0,-15.90289639,-3.834199036
54,0,-15.85282651,-3.833693735
55,0,-15.80275663,-3.833188434
56,0,-15.75268675,-3.832683133
57,0,-15.70261687,-3.832177831
58,0,-15.65254699,-3.83167253
59,0,-15.60247711,-3.831167229
60,0,-15.55240723,-3.830661928
61,0,-15.50233735,-3.830156627
62,0,-15.45226747,-3.829651325
63,0,-15.40219759,-3.829146024
64,0,-15.35212771,-3.828640723
65,0,-15.30205783,-3.828135422
66,0,-15.25198795,-3.82763012
67,0,-15.20191807,-3.827124819
68,0,-15.15184819,-3.826619518
69,0,-15.10177831,-3.826114217
70,0,-15.05170843,-3.825608916
71,0,-15.00163855,-3.825103614
72,0,-14.95156867,-3.824598313
73,0,-14.9014988,-3.824093012
74,0,-14.85142892,-3.823587711
75,0,-14.80135904,-3.82308241
76,0,-14.75128916,-3.822577108
77,0,-14.70121928,-3.822071807
78,0,-14.6511494,-3.821566506
79,0,-14.60107952,-3.821061205
80,0,-14.55100964,-3.820555904
81,0,-14.50093976,-3.820050602
82,0,-14.45086988,-3.819545301
83,0,-14.4008,-3.81904
84,0,-14.35917297,-3.820717432
85,0,-14.31754595,-3.822394865
86,0,-14.27591892,-3.824072297
87,0,-14.23429189,-3.82574973
88,0,-14.19266486,-3.827427162
89,0,-14.15103784,-3.829104595
90,0,-14.10941081,-3.830782027
91,0,-14.06778378,-3.832459459
92,0,-14.02615676,-3.834136892
93,0,-13.98452973,-3.835814324
94,0,-13.9429027,-3.837491757
95,0,-13.90127568,-3.839169189
96,0,-13.85964865,-3.840846622
97,0,-13.81802162,-3.842524054
98,0,-13.77639459,-3.844201486
99,0,-13.73476757,-3.845878919
100,0,-13.69314054,-3.847556351
101,0,-13.65151351,-3.849233784
102,0,-13.60988649,-3.850911216
103,0,-13.56825946,-3.852588649
104,0,-13.52663243,-3.854266081
105,0,-13.48500541,-3.855943514
106,0,-13.44337838,-3.857620946
107,0,-13.40175135,-3.859298378
108,0,-13.36012432,-3.860975811
109,0,-13.3184973,-3.862653243
110,0,-13.27687027,-3.864330676
111,0,-13.23524324,-3.866008108
112,0,-13.19361622,-3.867685541
113,0,-13.15198919,-3.869362973
114,0,-13.11036216,-3.871040405
115,0,-13.06873514,-3.872717838
116,0,-13.02710811,-3.87439527
117,0,-12.98548108,-3.876072703
118,0,-12.94385405,-3.877750135
119,0,-12.90222703,-3.879427568
120,0,-12.8606,-3.881105
121,0,-12.81897297,-3.882782432
122,0,-12.77734595,-3.884459865
123,0,-12.73571892,-3.886137297
124,0,-12.69409189,-3.88781473
125,0,-12.65246486,-3.889492162
126,0,-12.61083784,-3.891169595
127,0,-12.56921081,-3.892847027
128,0,-12.52758378,-3.894524459
129,0,-12.48595676,-3.896201892
130,0,-12.44432973,-3.897879324
131,0,-12.4027027,-3.899556757
132,0,-12.36107568,-3.901234189
133,0,-12.31944865,-3.902911622
134,0,-12.27782162,-3.904589054
135,0,-12.23619459,-3.906266486
136,0,-12.19456757,-3.907943919
137,0,-12.15294054,-3.909621351
138,0,-12.11131351,-3.911298784
139,0,-12.06968649,-3.912976216
140,0,-12.02805946,-3.914653649
141,0,-11.98643243,-3.916331081
142,0,-11.94480541,-3.918008514
143,0,-11.90317838,-3.919685946
144,0,-11.86155135,-3.921363378
145,0,-11.81992432,-3.923040811
146,0,-11.7782973,-3.924718243
147,0,-11.73667027,-3.926395676
148,0,-11.69504324,-3.928073108
149,0,-11.65341622,-3.929750541
150,0,-11.61178919,-3.931427973
151,0,-11.57016216,-3.933105405
152,0,-11.52853514,-3.934782838
153,0,-11.48690811,-3.93646027
154,0,-11.44528108,-3.938137703
155,0,-11.40365405,-3.939815135
156,0,-11.36202703,-3.941492568
157,0,-11.3204,-3.94317
158,0,-11.28435397,-3.942720794
159,0,-11.24830794,-3.942271587
160,0,-11.2122619,-3.941822381
161,0,-11.17621587,-3.941373175
162,0,-11.14016984,-3.940923968
163,0,-11.10412381,-3.940474762
164,0,-11.06807778,-3.940025556
165,0,-11.03203175,-3.939576349
166,0,-10.99598571,-3.939127143
167,0,-10.95993968,-3.938677937
168,0,-10.92389365,-3.93822873
169,0,-10.88784762,-3.937779524
170,0,-10.85180159,-3.937330317
171,0,-10.81575556,-3.936881111
172,0,-10.77970952,-3.936431905
173,0,-10.74366349,-3.935982698
174,0,-10.70761746,-3.935533492
175,0,-10.67157143,-3.935084286
176,0,-10.6355254,-3.934635079
177,0,-10.59947937,-3.934185873
178,0,-10.56343333,-3.933736667
179,0,-10.5273873,-3.93328746
180,0,-10.49134127,-3.932838254
181,0,-10.45529524,-3.932389048
182,0,-10.41924921,-3.931939841
183,0,-10.38320317,-3.931490635
184,0,-10.34715714,-3.931041429
185,0,-10.31111111,-3.930592222
186,0,-10.27506508,-3.930143016
187,0,-10.23901905,-3.92969381
188,0,-10.20297302,-3.929244603
189,0,-10.16692698,-3.928795397
190,0,-10.13088095,-3.92834619
191,0,-10.09483492,-3.927896984
192,0,-10.05878889,-3.927447778
193,0,-10.02274286,-3.926998571
194,0,-9.986696825,-3.926549365
195,0,-9.950650794,-3.926100159
196,0,-9.914604762,-3.925650952
197,0,-9.87855873,-3.925201746
198,0,-9.842512698,-3.92475254
199,0,-9.806466667,-3.924303333
200,0,-9.770420635,-3.923854127
201,0,-9.734374603,-3.923404921
202,0,-9.698328571,-3.922955714
203,0,-9.66228254,-3.922506508
204,0,-9.626236508,-3.922057302
205,0,-9.590190476,-3.921608095
206,0,-9.554144444,-3.921158889
207,0,-9.518098413,-3.920709683
208,0,-9.482052381,-3.920260476
209,0,-9.446006349,-3.91981127
210,0,-9.409960317,-3.919362063
211,0,-9.373914286,-3.918912857
212,0,-9.337868254,-3.918463651
213,0,-9.301822222,-3.918014444
214,0,-9.26577619,-3.917565238
215,0,-9.229730159,-3.917116032
216,0,-9.193684127,-3.916666825
217,0,-9.157638095,-3.916217619
218,0,-9.121592063,-3.915768413
219,0,-9.085546032,-3.915319206
220,0,-9.0495,-3.91487
221,0,-9.013006721,-3.92324
222,0,-8.976513443,-3.93161
223,0,-8.940020164,-3.93998
224,0,-8.903526885,-3.94835
225,0,-8.867033607,-3.95672
226,0,-8.830540328,-3.96509
227,0,-8.794047049,-3.97346
228,0,-8.75755377,-3.98183
229,0,-8.721060492,-3.9902
230,0,-8.684567213,-3.99857
231,0,-8.648073934,-4.00694
232,0,-8.611580656,-4.01531
233,0,-8.575087377,-4.02368
234,0,-8.538594098,-4.03205
235,0,-8.50210082,-4.04042
236,0,-8.465607541,-4.04879
237,0,-8.429114262,-4.05716
238,0,-8.392620984,-4.06553
239,0,-8.356127705,-4.0739
240,0,-8.319634426,-4.08227
241,0,-8.283141148,-4.09064
242,0,-8.246647869,-4.09901
243,0,-8.21015459,-4.10738
244,0,-8.173661311,-4.11575
245,0,-8.137168033,-4.12412
246,0,-8.100674754,-4.13249
247,0,-8.064181475,-4.14086
248,0,-8.027688197,-4.14923
249,0,-7.991194918,-4.1576
250,0,-7.954701639,-4.16597
251,0,-7.918208361,-4.17434
252,0,-7.881715082,-4.18271
253,0,-7.845221803,-4.19108
254,0,-7.808728525,-4.19945
255,0,-7.772235246,-4.20782
256,0,-7.735741967,-4.21619
257,0,-7.699248689,-4.22456
258,0,-7.66275541,-4.23293
259,0,-7.626262131,-4.2413
260,0,-7.589768852,-4.24967
261,0,-7.553275574,-4.25804
262,0,-7.516782295,-4.26641
263,0,-7.480289016,-4.27478
264,0,-7.443795738,-4.28315
265,0,-7.407302459,-4.29152
266,0,-7.37080918,-4.29989
267,0,-7.334315902,-4.30826
268,0,-7.297822623,-4.31663
269,0,-7.261329344,-4.325
270,0,-7.224836066,-4.33337
271,0,-7.188342787,-4.34174
272,0,-7.151849508,-4.35011
273,0,-7.11535623,-4.35848
274,0,-7.078862951,-4.36685
275,0,-7.042369672,-4.37522
276,0,-7.005876393,-4.38359
277,0,-6.969383115,-4.39196
278,0,-6.932889836,-4.40033
279,0,-6.896396557,-4.4087
280,0,-6.859903279,-4.41707
281,0,-6.82341,-4.42544
282,0,-6.798348448,-4.443338448
283,0,-6.773286897,-4.461236897
284,0,-6.748225345,-4.479135345
285,0,-6.723163793,-4.497033793
286,0,-6.698102241,-4.514932241
287,0,-6.67304069,-4.53283069
288,0,-6.647979138,-4.550729138
289,0,-6.622917586,-4.568627586
290,0,-6.597856034,-4.586526034
291,0,-6.572794483,-4.604424483
292,0,-6.547732931,-4.622322931
293,0,-6.522671379,-4.640221379
294,0,-6.497609828,-4.658119828
295,0,-6.472548276,-4.676018276
296,0,-6.447486724,-4.693916724
297,0,-6.422425172,-4.711815172
298,0,-6.397363621,-4.729713621
299,0,-6.372302069,-4.747612069
300,0,-6.347240517,-4.765510517
301,0,-6.322178966,-4.783408966
302,0,-6.297117414,-4.801307414
303,0,-6.272055862,-4.819205862
304,0,-6.24699431,-4.83710431
305,0,-6.221932759,-4.855002759
306,0,-6.196871207,-4.872901207
307,0,-6.171809655,-4.890799655
308,0,-6.146748103,-4.908698103
309,0,-6.121686552,-4.926596552
310,0,-6.096625,-4.944495
311,0,-6.071563448,-4.962393448
312,0,-6.046501897,-4.980291897
313,0,-6.021440345,-4.998190345
314,0,-5.996378793,-5.016088793
315,0,-5.971317241,-5.033987241
316,0,-5.94625569,-5.05188569
317,0,-5.921194138,-5.069784138
318,0,-5.896132586,-5.087682586
319,0,-5.871071034,-5.105581034
320,0,-5.846009483,-5.123479483
321,0,-5.820947931,-5.141377931
322,0,-5.795886379,-5.159276379
323,0,-5.770824828,-5.177174828
324,0,-5.745763276,-5.195073276
325,0,-5.720701724,-5.212971724
326,0,-5.695640172,-5.230870172
327,0,-5.670578621,-5.248768621
328,0,-5.645517069,-5.266667069
329,0,-5.620455517,-5.284565517
330,0,-5.595393966,-5.302463966
331,0,-5.570332414,-5.320362414
332,0,-5.545270862,-5.338260862
333,0,-5.52020931,-5.35615931
334,0,-5.495147759,-5.374057759
335,0,-5.470086207,-5.391956207
336,0,-5.445024655,-5.409854655
337,0,-5.419963103,-5.427753103
338,0,-5.394901552,-5.445651552
339,0,-5.36984,-5.46355
340,0,-5.342842222,-5.479267407
341,0,-5.315844444,-5.494984815
342,0,-5.288846667,-5.510702222
343,0,-5.261848889,-5.52641963
344,0,-5.234851111,-5.542137037
345,0,-5.207853333,-5.557854444
346,0,-5.180855556,-5.573571852
347,0,-5.153857778,-5.589289259
348,0,-5.12686,-5.605006667
349,0,-5.099862222,-5.620724074
350,0,-5.072864444,-5.636441481
351,0,-5.045866667,-5.652158889
352,0,-5.018868889,-5.667876296
353,0,-4.991871111,-5.683593704
354,0,-4.964873333,-5.699311111
355,0,-4.937875556,-5.715028519
356,0,-4.910877778,-5.730745926
357,0,-4.88388,-5.746463333
358,0,-4.856882222,-5.762180741
359,0,-4.829884444,-5.777898148
360,0,-4.802886667,-5.793615556
361,0,-4.775888889,-5.809332963
362,0,-4.748891111,-5.82505037
363,0,-4.721893333,-5.840767778
364,0,-4.694895556,-5.856485185
365,0,-4.667897778,-5.872202593
366,0,-4.6409,-5.88792
367,0,-4.629934211,-5.910915263
368,0,-4.618968421,-5.933910526
369,0,-4.608002632,-5.956905789
370,0,-4.597036842,-5.979901053
371,0,-4.586071053,-6.002896316
372,0,-4.575105263,-6.025891579
373,0,-4.564139474,-6.048886842
374,0,-4.553173684,-6.071882105
375,0,-4.542207895,-6.094877368
376,0,-4.531242105,-6.117872632
377,0,-4.520276316,-6.140867895
378,0,-4.509310526,-6.163863158
379,0,-4.498344737,-6.186858421
380,0,-4.487378947,-6.209853684
381,0,-4.476413158,-6.232848947
382,0,-4.465447368,-6.255844211
383,0,-4.454481579,-6.278839474
384,0,-4.443515789,-6.301834737
385,0,-4.43255,-6.32483
0,1,-23.1622,-6.48066
1,1,-23.09531321,-6.478773396
2,1,-23.02842642,-6.476886792
3,1,-22.96153962,-6.475000189
4,1,-22.89465283,-6.473113585
5,1,-22.82776604,-6.471226981
6,1,-22.76087925,-6.469340377
7,1,-22.69399245,-6.467453774
8,1,-22.62710566,-6.46556717
9,1,-22.56021887,-6.463680566
10,1,-22.49333208,-6.461793962
11,1,-22.42644528,-6.459907358
12,1,-22.35955849,-6.458020755
13,1,-22.2926717,-6.456134151
14,1,-22.22578491,-6.454247547
15,1,-22.15889811,-6.452360943
16,1,-22.09201132,-6.45047434
17,1,-22.02512453,-6.448587736
18,1,-21.95823774,-6.446701132
19,1,-21.89135094,-6.444814528
20,1,-21.82446415,-6.442927925
21,1,-21.75757736,-6.441041321
22,1,-21.69069057,-6.439154717
23,1,-21.62380377,-6.437268113
24,1,-21.55691698,-6.435381509
25,1,-21.49003019,-6.433494906
26,1,-21.4231434,-6.431608302
27,1,-21.3562566,-6.429721698
28,1,-21.28936981,-6.427835094
29,1,-21.22248302,-6.425948491
30,1,-21.15559623,-6.424061887
31,1,-21.08870943,-6.422175283
32,1,-21.02182264,-6.420288679
33,1,-20.95493585,-6.418402075
34,1,-20.88804906,-6.416515472
35,1,-20.82116226,-6.414628868
36,1,-20.75427547,-6.412742264
37,1,-20.68738868,-6.41085566
38,1,-20.62050189,-6.408969057
39,1,-20.55361509,-6.407082453
40,1,-20.4867283,-6.405195849
41,1,-20.41984151,-6.403309245
42,1,-20.35295472,-6.401422642
43,1,-20.28606792,-6.399536038
44,1,-20.21918113,-6.397649434
45,1,-20.15229434,-6.39576283
46,1,-20.08540755,-6.393876226
47,1,-20.01852075,-6.391989623
48,1,-19.95163396,-6.390103019
49,1,-19.88474717,-6.388216415
50,1,-19.81786038,-6.386329811
51,1,-19.75097358,-6.384443208
52,1,-19.68408679,-6.382556604
53,1,-19.6172,-6.38067
54,1,-19.56218372,-6.384354186
55,1,-19.50716744,-6.388038372
56,1,-19.45215116,-6.391722558
57,1,-19.39713488,-6.395406744
58,1,-19.3421186,-6.39909093
59,1,-19.28710233,-6.402775116
60,1,-19.23208605,-6.406459302
61,1,-19.17706977,-6.410143488
62,1,-19.12205349,-6.413827674
63,1,-19.06703721,-6.41751186
64,1,-19.01202093,-6.421196047
65,1,-18.95700465,-6.424880233
66,1,-18.90198837,-6.428564419
67,1,-18.84697209,-6.432248605
68,1,-18.79195581,-6.435932791
69,1,-18.73693953,-6.439616977
70,1,-18.68192326,-6.443301163
71,1,-18.62690698,-6.446985349
72,1,-18.5718907,-6.450669535
73,1,-18.51687442,-6.454353721
74,1,-18.46185814,-6.458037907
75,1,-18.40684186,-6.461722093
76,1,-18.35182558,-6.465406279
77,1,-18.2968093,-6.469090465
78,1,-18.24179302,-6.472774651
79,1,-18.18677674,-6.476458837
80,1,-18.13176047,-6.480143023
81,1,-18.07674419,-6.483827209
82,1,-18.02172791,-6.487511395
83,1,-17.96671163,-6.491195581
84,1,-17.91169535,-6.494879767
85,1,-17.85667907,-6.498563953
86,1,-17.80166279,-6.50224814
87,1,-17.74664651,-6.505932326
88,1,-17.69163023,-6.509616512
89,1,-17.63661395,-6.513300698
90,1,-17.58159767,-6.516984884
91,1,-17.5265814,-6.52066907
92,1,-17.47156512,-6.524353256
93,1,-17.41654884,-6.528037442
94,1,-17.36153256,-6.531721628
95,1,-17.30651628,-6.535405814
96,1,-17.2515,-6.53909
97,1,-17.21722258,-6.535950645
98,1,-17.18294516,-6.53281129
99,1,-17.14866774,-6.529671935
100,1,-17.11439032,-6.526532581
101,1,-17.0801129,-6.523393226
102,1,-17.04583548,-6.520253871
103,1,-17.01155806,-6.517114516
104,1,-16.97728065,-6.513975161
105,1,-16.94300323,-6.510835806
106,1,-16.90872581,-6.507696452
107,1,-16.87444839,-6.504557097
108,1,-16.84017097,-6.501417742
109,1,-16.80589355,-6.498278387
110,1,-16.77161613,-6.495139032
111,1,-16.73733871,-6.491999677
112,1,-16.70306129,-6.488860323
113,1,-16.66878387,-6.485720968
114,1,-16.63450645,-6.482581613
115,1,-16.60022903,-6.479442258
116,1,-16.56595161,-6.476302903
117,1,-16.53167419,-6.473163548
118,1,-16.49739677,-6.470024194
119,1,-16.46311935,-6.466884839
120,1,-16.42884194,-6.463745484
121,1,-16.39456452,-6.460606129
122,1,-16.3602871,-6.457466774
123,1,-16.32600968,-6.454327419
124,1,-16.29173226,-6.451188065
125,1,-16.25745484,-6.44804871
126,1,-16.22317742,-6.444909355
127,1,-16.1889,-6.44177
128,1,-16.20580508,-6.435649153
129,1,-16.22271017,-6.429528305
130,1,-16.23961525,-6.423407458
131,1,-16.25652034,-6.41728661
132,1,-16.27342542,-6.411165763
133,1,-16.29033051,-6.405044915
134,1,-16.30723559,-6.398924068
135,1,-16.32414068,-6.39280322
136,1,-16.34104576,-6.386682373
137,1,-16.35795085,-6.380561525
138,1,-16.37485593,-6.374440678
139,1,-16.39176102,-6.368319831
140,1,-16.4086661,-6.362198983
141,1,-16.42557119,-6.356078136
142,1,-16.44247627,-6.349957288
143,1,-16.45938136,-6.343836441
144,1,-16.47628644,-6.337715593
145,1,-16.49319153,-6.331594746
146,1,-16.51009661,-6.325473898
147,1,-16.52700169,-6.319353051
148,1,-16.54390678,-6.313232203
149,1,-16.56081186,-6.307111356
150,1,-16.57771695,-6.300990508
151,1,-16.59462203,-6.294869661
152,1,-16.61152712,-6.288748814
153,1,-16.6284322,-6.282627966
154,1,-16.64533729,-6.276507119
155,1,-16.66224237,-6.270386271
156,1,-16.67914746,-6.264265424
157,1,-16.69605254,-6.258144576
158,1,-16.71295763,-6.252023729
159,1,-16.72986271,-6.245902881
160,1,-16.7467678,-6.239782034
161,1,-16.76367288,-6.233661186
162,1,-16.78057797,-6.227540339
163,1,-16.79748305,-6.221419492
164,1,-16.81438814,-6.215298644
165,1,-16.83129322,-6.209177797
166,1,-16.84819831,-6.203056949
